,text,labels
1936,"@user @user @user It's also been proven to be more effective than vaccine-derived immunity too: ""... people who once had a SARS-CoV-2 infection were much less likely than never-infected, vaccinated people to get Delta, develop symptoms from it, or become hospitalized with serious COVID-19"" ...1/2",2
1937,Alors que vous étiez distrait par la démission de Boris le gouvernement britannique a publié des preuves incontestables que les vaccins Covid-19 sont mortels et tuent des milliers de personnes les taux de mortalité sont les plus bas parmi les non vaccinés   http,2
1938,@user Merrifield is a healthy athlete. Is at extremely low risk from Covid. Knows the vaccine was designed to prevent the Wuhan strain. We are now on BA.4 and .5. It is tyrannical to make this absurd demand. He’d be at greater risk of heart damage than Covid-19.,0
1939,Vaccine effectiveness of two-dose BNT162b2 against symptomatic and severe COVID-19 among adolescents in Brazil and Scotland over time: a test-negative case-control study - The Lancet Infectious Diseases  http,2
1940,"While @user @user @user encourage public discourse and respect the rights of individuals to speak and express their feelings through protest, attempting to intimidate parents and children who have made a decision to obtain a COVID-19 vaccine is not appropriate. 3/4",0
1941,"@user @user Indeed. I'm assuming he's eager and willing to privatize anything he can get away with. He privatized Covid-19 testing clinics super quickly, as well as the vaccine clinics.",1
1942,"Here's another dog face LIE! They will never stop, until ""We the People"" make it happen. 🧐   ""All COVID-19 vaccines were tested on animals and there were no safety concerns, medical experts say""    http",0
1943,Fact Check: 7 Myths about COVID-19 Vaccines  http  http,2
1944,@user @user,1
1945,Mayor Eric Adams | COVID-19 Vaccines for Children Under 5 PSA  http,2
1946,Dr. Peter McCullough On Covid-19 Shots: The Vaccines Are Non-Sterilizing  http,2
1947,The Spanish @user protein vaccine against COVID-19 is closer. 💉  The European Commission signs the purchase of up to 250 million doses to be distributed among 14 EU countries.  Spanish talent to protect health Europe. 👏🏼  http,1
1948,"@user “DEAR MAYO CLINIC: My children and I have received two doses of a COVID-19 vaccine and a booster vaccination. How do we stay safe?”  Science: “Well, unfortunately you can’t unvaccinate you or your children, so your likelihood of contracting covid is now extremely high.”",2
1949,"#BioNTech dropped the most in more than three months as lagging Covid-19 vaccine orders held sales and profit short of analysts’ expectations. Revenue in the second quarter dropped by about 40%"" #biotech #pharmacy #business #stockmarket  http",1
1950,"1. Moderna’s Spikevax Covid-19 vaccine has been granted conditional approval for use in Malaysia, in those aged 12 and above.   The Spikevax vaccine was previously only allowed for individuals aged 18 and above.  http",1
1951,"@user Fyi...You have not received a covid 19 vaccine, no one has received a covid 19 vaccine",0
1952,Homeschool if you can! DC Schools Will Expel Students Who Choose Not to Get the COVID-19 Vaccine  http,1
1953,@user @user @user @user @user Some people who are vaccinated against COVID-19 will still get sick and have a vaccine breakthrough infection because no vaccine is 100% effective. Try educating yourself.  http,1
1954,Nigerian health workers take country's first COVID-19 vaccine – Nigeria – ReliefWeb  http,1
1955,"Vaccination is the best protection from #COVID19. Everyone ages 6 months and older can get a free COVID vaccine.   Contact your child's healthcare provider to schedule routine vaccines, including the COVID-19 vaccine, or visit  http to find a vaccine near you.  http",2
1956,"@user @user From your article- COMIRNATY® (COVID-19 Vaccine, mRNA) is FDA authorized under Emergency Use Authorization. Emergency uses of the vaccine have not been approved or licensed by FDA, but have been authorized by FDA, under an Emergency Use Authorization (EUA).",0
1957,Registered nurse Mary-Jane Stevens: COVID-19 vaccine was the biggest worldwide experiment and there is no data to support it. All the health worker were guinea pigs and they were forced to get injection.  #医护人员 #新冠疫苗 #COVID-19 #疫苗副作用  http,2
1958,"We are a group of researchers from Mohammed Al-Mana College for Medical Science and King Faisal University in Al-Hasa.We have a research aimed to measure knowledge, attitude and perceptions towards COVID-19 vaccine among pregnant women in Kingdom of Saudi Arabia.",1
1959,"@user @user @user @user @user I was excluding covid-19.  My point is that the gene therapy medical products that originally claimed to grant immunity to covid-19 (but then later failed) are not vaccines.  For better or worse, the vaccines Bruce listed actually are vaccines.",1
1960,"Even before the COVID-19 vaccine was authorized, there was a plan to discredit it  http  #disinformation  http",0
1961,BioNTech Sinks As Covid-19 Vaccine Sales And Profit Disappoint #SocialMedia #digital #digitalhealth #health via  http  http,0
1962,"@user @user EVERY Sane Country had a vaccine mandate... your illustrious USA STILL has a vaccine mandate!  ""all noncitizen nonimmigrant air passengers traveling to the United States, regardless of antibody status, are required to provide proof of COVID-19 vaccination.""  invented bombshell BS",1
1963,"@user There was no vaccine of Covid 19 in 2018, right?",1
1964,First Covid-19 vaccine-related death reported in SA  http  http,1
1965,VAERS System Reports Death of 9 Year-Old from Possible Complications from COVID-19 Vaccine – The Published Reporter®  http,1
1966,VACCINATION DES ENFANTS CONTRE LA COVID AVEC DES DOSES POUR ADULTES : UNE SÉNATRICE EXIGE DES RÉPONSES  Plusieurs milliers d’enfants de 0 à 12 ans ont été vaccinés hors autorisation contre la Covid-19 avec le Comirnaty pour adultes de Pfizer dosé. La sénatrice L. Muller-Bronn  http,0
1967,"COVID-19 Vaccination Tracker As of: August 6, 2022 --- COVID-19 Vaccine Supply Tracker As of: June 27, 2022  #BantayBakuna  http",2
1968,"@user The war on masks wouldn’t even be a thing had $PFE $MRNA made a COVID-19 vaccine that prevented transmission + infection. Instead, both lied about their products effectiveness &amp; even got Gov + private business to fire people who wouldn’t take the jab.  Who declared war first? Lol",2
1969,"BAML $PFE continue to like Pfizer, as it has generated a substantial cash position from its COVID-19 vaccine and Paxlovid and is deploying that capital to meaningful M&amp;A transactions in the case of $BHVN $ARNA ReViral, which is likely to continue.",1
1970,"In the 8th attack Republicans have made on DC vaccine mandates this Congress, @user filed a motion to commit the Inflation Reduction Act to block DC from using funds to enforce its COVID-19 vaccine mandate for students.  It was defeated 49–51.",0
1971,"Novavax's COVID-19 vaccine rollout off to sluggish start with just 7000 doses in arms  -- News, Social Impact | The Perfect Enemy:  http  #Vaccines  http",2
1972,Military Faces National Guard Refusals and Legal Blockade over Disobeying COVID-19 Vaccine Order –  http  http,1
1973,"UK Medicine Regulator Confirms COVID-19 Vaccines are 7,402% Deadlier than all other Vaccines Combined  http",0
1974,"#COVID_19 #vaccine was estimated to prevent ~27 million infections, ~1.6 million hospitalizations, and ~235 000 deaths in the US from December 1, 2020, to September 30, 2021, among vaccinated adults 18 years or older.    http via @user",1
1975,"@user Covid-19 vaccines bring money, a lot of money ; especially when you work for Moderna, and of course even more if you're a shareholder.   That's it. That's the tweet.",1
1976,"Vaccine adverse events, German data  http via @user  Dr. John Campbell A total of 172,062,925 COVID-19 vaccinations in Germany  296,233 reports of suspected adverse events  Overall reporting rate for all vaccines  1.7 reports per 1,000 doses of vaccine  (0.17",0
1977,Vaccination is the best way to protect your children from COVID-19! Here are five things to know about COVID-19 vaccines for children 6  months and older.  Learn more:  http  http,2
1978, http Finally some admission that these mandated vaccines are not all roses and butterflies! #Covid_19,2
1979,"Nigeria: ""The low COVID-19 hospitalisation and mortality rates, despite the low vaccine coverage rate ... raise questions on the value of assessing VE [vaccine effectiveness] in this setting.""  http",1
1980,#Covid_19 #COVID19 #COVID #CovidIsNotOver #COVIDisAirborne #vaccineinjuries #vaccine #VaccineSideEffects #WEF #WEFpuppets #CDC #Pfizer #Fauci #monkeypox #ABC #CNN  Dr. Ryan Cole: &amp;quot;This Is Not a Traditional Vaccine&amp;quot;  http,0
1981,No evidence the Pfizer COVID-19 vaccine is connected to the monkeypox outbreak  http via @user,0
1982,"SciCheck Digest It’s estimated that COVID-19 vaccines have saved millions of lives, but false claims continue to cast doubt on their safety and efficacy. One such claim that has spread around the world falsely suggests that three Canadian d  http",0
1983,WHO: We’re still living with COVID-19. Don’t wait until cases are on the rise again before getting all of your recommended vaccine doses. Your health is precious.  http,1
1984,Our COVID-19 Vaccine Clinic schedule for the month of August is below. Visit  http for clickable registration links.  http,1
